tag,real_tag,server,description,name,unit,measurement_type,process,area,sub_area,section,equipment,data_type,derived,quality_score,profit_type,tag_type,target,recommend,s0_feature,s1_feature,s2_feature,s3_feature,s4_feature,s5_feature,s6_feature,s7_feature,s8_feature,s9_feature,s10_feature,s11_feature,s12_feature,s13_feature,s14_feature,s15_feature,s16_feature,s17_feature,fa0l1_feature,fa0l2_feature,fa1l1_feature,fa1l2_feature,fa2l1_feature,fa2l2_feature,fa2l3_feature,fa2lg_feature,range_min,range_max,op_min,op_max,min_delta,max_delta_down,max_delta,on_off_dependencies,constraint_set,round_val,comentarios,dist_count,dist_mean,dist_std,dist_min,dist_2%,dist_10%,dist_20%,dist_50%,dist_80%,dist_90%,dist_98%,dist_max,dif_count,dif_mean,dif_std,dif_min,dif_2%,dif_10%,dif_20%,dif_50%,dif_70%,dif_80%,dif_90%,dif_98%,dif_max
fa2_3aiz1342,FA2:3AIZ1342,CNCHPI02,tamano burbujas celda 21,,%,tamano burbujas,flotacion,FA2,,L3,Celda 21,numeric,0.0,,,state,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,medida,19771.0,15.566273857164814,7.6019714370013665,0.0,0.0,0.26575,9.596655547353956,17.941897222222227,20.70144444444444,21.929327787823148,28.739657777777786,49.113538888888904,4943.0,3.011478007426037,3.5991817307705727,0.0,0.0,0.12202236111110876,0.4398313888888886,1.6940694444444442,3.4075940188927114,4.8756576523251,7.737465416666678,14.272374727694187,34.926986111111134
fa2_3aiz1343,FA2:3AIZ1343,CNCHPI02,tamano burbujas celda 22,,%,tamano burbujas,flotacion,FA2,,L3,Celda 22,numeric,0.0,,,state,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,medida,19771.0,20.10835642451205,7.128806601884702,0.0,0.0,14.130424999999995,18.698069366349113,21.007047222222205,23.48783611111111,25.35243888888888,34.23732725387148,51.31404722222218,4943.0,2.7455329440898484,3.777849915267692,0.0,0.0,0.13750055555555746,0.38666861111111295,1.4228284722222249,2.6495755240525107,3.8947577777777695,7.0165062500000035,16.00487911111111,27.718954819705754
fa2_3aiz1345,FA2:3AIZ1345,CNCHPI02,tamano burbujas celda 23,,%,tamano burbujas,flotacion,FA2,,L3,Celda 23,numeric,0.0,,,state,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,medida,19771.0,14.471776416644936,9.081904434422489,0.0,0.0,0.0,1.2983888888888886,18.886027777777787,21.92361944444444,22.88889999999999,25.91346611111113,47.78915833333335,4943.0,2.8240870610424595,3.652409618618444,0.0,0.0,0.028009722201029482,0.2456437500000048,1.3591791666666708,3.1251790277777816,4.786956131503851,7.833566527777783,14.286409083333318,25.49705695589384
fa2_3aiz1346,FA2:3AIZ1346,CNCHPI02,tamano burbujas celda 24,,%,tamano burbujas,flotacion,FA2,,L3,Celda 24,numeric,0.0,,,state,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,medida,19771.0,18.84054620443716,7.633485912308116,0.0,0.0,0.0,18.83264166666666,21.3310833952162,22.752166666666675,23.55088607152303,27.32862944444441,57.19247222222218,4943.0,2.142654894562131,3.6597157752066964,0.0,0.0,0.05458361111111643,0.22071222222222106,0.8714673611111117,1.6959322222222215,2.566135138888888,5.606150126096948,14.990678890295232,41.57972430555557
fa0_2ai18a,FA0:2AI18A,CNCHPI02,ph flot prim a0 sec 1 a 8,,ph,ph,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,sacar configuracion antigua,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_2ai18ad_sp,FA0:2AI18AD_SP,CNCHPI02,set point ph flotacion 0 al 8 a-0,,ph,ph,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,sacar configuracion antigua,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_2ai18j,FA0:2AI18J,CNCHPI02,ph flot prim a0 sec 9 a 12,,ph,ph,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,sacar configuracion antigua,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_2ai18j_sp,FA0:2AI18J_SP,CNCHPI02,set point ph flotacion 9 al 12 a-0,,ph,ph,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,sacar configuracion antigua,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_2ps1020,FA0:2PS1020,CNCHPI02,% solidos flotacion a0 1 al 8,,%,solidos,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,sacar manual y sin uso,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_2ps1021,FA0:2PS1021,CNCHPI02,% solidos flotacion a0 9 al 12,,%,solidos,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,sacar manual y sin uso,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0301as,FA0:4A0301AS,CNCHPI02,analisis de arsenico alimentacion a0 (1-8),,%,ley arsenico,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,input,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0301cu,FA0:4A0301CU,CNCHPI02,analisis de cobre alimentacion a0 (1-8),,%,ley cobre,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,input,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19707.0,1.4391641336252734,70.13301614365457,0.0,0.0,0.0,0.0,0.2298638888888889,0.91,0.994953333333334,1.19,5000.0,4926.0,1.1012739119890247,57.04013491693096,0.0,0.0,0.0,0.0,0.002840624999999985,0.044939236111111065,0.10972222222222228,0.37047152777777775,0.5497854166666667,3828.472222222223
fa0_4a0301fe,FA0:4A0301FE,CNCHPI02,analisis de fierro alimentacion a0 (1-8),,%,ley fierro,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,input,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0301mo,FA0:4A0301MO,CNCHPI02,analisis de molibdeno alimentacion a0 (1-8),,%,ley molibdeno,flotacion,FA0,,,Flujo alimentacion,numeric,0.0,,,input,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19709.0,0.0001518234741154098,0.010660406253230718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7599999904632568,4926.0,0.00015428339229867167,0.008670299267141248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5819277704755466
fa0_4a0305as,FA0:4A0305AS,CNCHPI02,analisis de arsenico concentrado primario a0 (1-8),,%,ley arsenico,flotacion,FA0,,,Flujo concentrado,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0305cu,FA0:4A0305CU,CNCHPI02,analisis de cobre concentrado primario a0 (1-8),,%,ley cobre,flotacion,FA0,,,Flujo concentrado,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19709.0,13.715542308608955,21.099012784197896,0.0,0.0,0.0,0.0,0.275,29.5,33.3,81.60300000000005,100.0,4926.0,1.6197223190267789,5.7586377515871146,0.0,0.0,0.0,0.0,0.011432256944444457,0.5793923611111094,1.2673611111111107,3.211413405921724,23.574618055555554,77.01368055555554
fa0_4a0305fe,FA0:4A0305FE,CNCHPI02,analisis de fierro concentrado primario a0 (1-8),,%,ley fierro,flotacion,FA0,,,Flujo concentrado,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0305mo,FA0:4A0305MO,CNCHPI02,analisis de molibdeno concentrado primario a0 (1-8),,%,ley molibdeno,flotacion,FA0,,,Flujo concentrado,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0309as,FA0:4A0309AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 1,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0309cu,FA0:4A0309CU,CNCHPI02,analisis de cobre colas primarias a0 fila 1,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,fa0l1_target,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19683.0,0.06190730532404293,0.07229401357014617,0.0,0.0,0.0,0.0,0.058248947059942616,0.11987560997118553,0.14209353243676467,0.2052550090488889,0.8240000009536743,4921.0,0.013851445256003521,0.03216948489320355,0.0,0.0,0.0,0.0,0.0018750000000000155,0.014590277777777771,0.02381319444444444,0.03794097222222223,0.08093386616005492,0.7847186122459566
fa0_4a0309fe,FA0:4A0309FE,CNCHPI02,analisis de fierro colas primarias a0 fila 1,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19681.0,0.3034000748893587,0.5448745140441449,0.0,0.0,0.0,0.0,0.0,0.8631147426666667,1.0207894477777777,1.5687115730842134,4.273974973625607,4921.0,0.034784279901826205,0.15033657118642868,0.0,0.0,0.0,0.0,0.0,0.0,0.03013967768055537,0.08605726854166651,0.3186443677824303,3.1001129880257787
fa0_4a0309mo,FA0:4A0309MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 1,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19681.0,0.006643149768732254,0.0186756466994383,0.0,0.0,0.0,0.0,0.0,0.006301650289937647,0.03112666459166667,0.04225412108777779,0.8770056962966919,4921.0,0.0006803433341757472,0.010264797396673766,0.0,0.0,0.0,0.0,0.0,0.0,0.0003556763468724163,0.0014199454590277801,0.004840558498611118,0.6715183894005087
fa0_4a0310as,FA0:4A0310AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 2,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0310cu,FA0:4A0310CU,CNCHPI02,analisis de cobre colas primarias a0 fila 2,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19681.0,0.04206603077501808,0.6776615075371668,0.0,0.0,0.0,0.0,0.0,0.06274770580439104,0.1152908983329932,0.21124426001261504,47.93855667114258,4921.0,0.01724016921235754,0.5479552835972986,0.0,0.0,0.0,0.0,0.0,0.0,0.006677407707708555,0.02339187604051807,0.05961637036318077,36.70628651777904
fa0_4a0310fe,FA0:4A0310FE,CNCHPI02,analisis de fierro colas primarias a0 fila 2,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19681.0,0.2919732887055125,0.5353537550933366,0.0,0.0,0.0,0.0,0.0,0.8341250500248538,1.0070670608055556,1.3279379307053645,4.262595797909631,4921.0,0.0321369642615163,0.13457092464232506,0.0,0.0,0.0,0.0,0.0,0.0,0.028012077990505424,0.08455636223611117,0.2753121345687129,2.9326410023661125
fa0_4a0310mo,FA0:4A0310MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 2,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19681.0,0.0071403824437495655,0.022626250643048008,0.0,0.0,0.0,0.0,0.0,0.00672342861071229,0.031162337533333338,0.0431303055466667,1.1735795736312866,4921.0,0.0007931648462884683,0.013666263119454177,0.0,0.0,0.0,0.0,0.0,0.0,0.0003512950347956383,0.001365072715972214,0.005241113465555587,0.898603359642956
fa0_4a0311as,FA0:4A0311AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 3,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0311cu,FA0:4A0311CU,CNCHPI02,analisis de cobre colas primarias a0 fila 3,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0311fe,FA0:4A0311FE,CNCHPI02,analisis de fierro colas primarias a0 fila 3,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0311mo,FA0:4A0311MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 3,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0312as,FA0:4A0312AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 4,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0312cu,FA0:4A0312CU,CNCHPI02,analisis de cobre colas primarias a0 fila 4,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0312fe,FA0:4A0312FE,CNCHPI02,analisis de fierro colas primarias a0 fila 4,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0312mo,FA0:4A0312MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 4,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0406as,FA0:4A0406AS,CNCHPI02,analisis de arsenico concentrado primario a0 (9-12),,%,ley arsenico,flotacion,FA0,,,Flujo concentrado,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0406cu,FA0:4A0406CU,CNCHPI02,analisis de cobre concentrado primario a0 (9-12),,%,ley cobre,flotacion,FA0,,,Flujo concentrado,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0406fe,FA0:4A0406FE,CNCHPI02,analisis de fierro concentrado primario a0 (9-12),,%,ley fierro,flotacion,FA0,,,Flujo concentrado,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0406mo,FA0:4A0406MO,CNCHPI02,analisis de molibdeno concentrado primario a0 (9-12),,%,ley molibdeno,flotacion,FA0,,,Flujo concentrado,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0413as,FA0:4A0413AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 5,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0413cu,FA0:4A0413CU,CNCHPI02,analisis de cobre colas primarias a0 fila 5,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0413fe,FA0:4A0413FE,CNCHPI02,analisis de fierro colas primarias a0 fila 5,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0413mo,FA0:4A0413MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 5,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0414as,FA0:4A0414AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 6,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0414cu,FA0:4A0414CU,CNCHPI02,analisis de cobre colas primarias a0 fila 6,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0414fe,FA0:4A0414FE,CNCHPI02,analisis de fierro colas primarias a0 fila 6,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0414mo,FA0:4A0414MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 6,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0415as,FA0:4A0415AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 7,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0415cu,FA0:4A0415CU,CNCHPI02,analisis de cobre colas primarias a0 fila 7,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19709.0,0.023522793621678487,1.2674543867626384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,4926.0,0.03320950063998942,1.26749376135313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.78680555555556
fa0_4a0415fe,FA0:4A0415FE,CNCHPI02,analisis de fierro colas primarias a0 fila 7,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0415mo,FA0:4A0415MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 7,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0416as,FA0:4A0416AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 8,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0416cu,FA0:4A0416CU,CNCHPI02,analisis de cobre colas primarias a0 fila 8,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0416fe,FA0:4A0416FE,CNCHPI02,analisis de fierro colas primarias a0 fila 8,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,19709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fa0_4a0416mo,FA0:4A0416MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 8,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0417as,FA0:4A0417AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 9,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0417cu,FA0:4A0417CU,CNCHPI02,analisis de cobre colas primarias a0 fila 9,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0417fe,FA0:4A0417FE,CNCHPI02,analisis de fierro colas primarias a0 fila 9,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0417mo,FA0:4A0417MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 9,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0418as,FA0:4A0418AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 10,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0418cu,FA0:4A0418CU,CNCHPI02,analisis de cobre colas primarias a0 fila 10,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0418fe,FA0:4A0418FE,CNCHPI02,analisis de fierro colas primarias a0 fila 10,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0418mo,FA0:4A0418MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 10,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0419as,FA0:4A0419AS,CNCHPI02,analisis de arsenico colas primarias a0 fila 11,,%,ley arsenico,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0419cu,FA0:4A0419CU,CNCHPI02,analisis de cobre colas primarias a0 fila 11,,%,ley cobre,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0419fe,FA0:4A0419FE,CNCHPI02,analisis de fierro colas primarias a0 fila 11,,%,ley fierro,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
fa0_4a0419mo,FA0:4A0419MO,CNCHPI02,analisis de molibdeno colas primarias a0 fila 11,,%,ley molibdeno,flotacion,FA0,,,Flujo colas,numeric,0.0,,,reaction,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,analizador revisar,,,,,,,,,,,,,,,,,,,,,,,,,
